HS96;lib
291830;Carboxylic Acids With Aldehyde Or Ketone Being The Only Oxygen Function, Their Anhydrides, Halides, Peroxides, Peroxyacids And Their Derivatives
291890;Carboxylic Acids With Additional Oxygen Functions, N.E.S., Their Anhydrides, Halides, Peroxides, Peroxyacids And Their Derivatives
291900;"Phosphoric Esters And Their Salts (Including Lactophosphates); Their Halogenated, Sulfonated, Nitrated Or Nitrosated Derivatives"
292010;Esters Of Inorganic Acids (Not Of Hydrogen Halides) And Their Salts, N.E.S., Their Halogenated, Sulfonated, Nitrated Or Nitrosated Derivatives
292090;Esters Of Inorganic Acids (Not Of Hydrogen Halides) And Their Salts, N.E.S., Their Halogenated, Sulfonated, Nitrated Or Nitrosated Derivatives
292111;"Acyclic Monoamines And Their Derivatives; Salts Thereof"
292112;"Acyclic Monoamines And Their Derivatives; Salts Thereof"
292119;"Acyclic Monoamines And Their Derivatives; Salts Thereof"
292121;"Acyclic Polyamines And Their Derivatives; Salts Thereof"
292122;"Acyclic Polyamines And Their Derivatives; Salts Thereof"
292129;"Acyclic Polyamines And Their Derivatives; Salts Thereof"
292130;Cyclanic, Cyclenic Or Cycloterpenic Mono
292141;"Aromatic Monoamines And Their Derivatives; Salts Thereof"
292142;"Aromatic Monoamines And Their Derivatives; Salts Thereof"
292143;"Aromatic Monoamines And Their Derivatives; Salts Thereof"
292144;"Aromatic Monoamines And Their Derivatives; Salts Thereof"
292145;"Aromatic Monoamines And Their Derivatives; Salts Thereof"
292149;"Aromatic Monoamines And Their Derivatives; Salts Thereof"
292151;"Aromatic Polyamines And Their Derivatives; Salts Thereof"
292159;"Aromatic Polyamines And Their Derivatives; Salts Thereof"
292211;Amino
292212;Amino
292213;Amino
292219;Amino
292221;Amino
292222;Amino
292229;Amino
292230;Amino
292241;"Lysine, Its Esters And Salts Thereof; Glutamic Acid And Its Salts"
292242;"Lysine, Its Esters And Salts Thereof; Glutamic Acid And Its Salts"
292243;Amino Acids And Their Esters (Not Containing More Than One Kind Of Oxygen
292249;Amino Acids And Their Esters (Not Containing More Than One Kind Of Oxygen
292250;Amino
292310;"Quaternary Ammonium Salts And Hydroxides; Lecithins And Other Phosphoaminolipids"
292320;"Quaternary Ammonium Salts And Hydroxides; Lecithins And Other Phosphoaminolipids"
292390;"Quaternary Ammonium Salts And Hydroxides; Lecithins And Other Phosphoaminolipids"
292410;"Acyclic Amides (Including Acyclic Carbamates) And Their Derivatives; Salts Thereof"
292421;"Ureines And Their Derivatives; Salts Thereof"
292422;"Cyclic Amides N.E.S. (Including Cyclic Carbamates) And Their Derivatives; Salts Thereof"
292429;"Cyclic Amides N.E.S. (Including Cyclic Carbamates) And Their Derivatives; Salts Thereof"
292511;Carboxyimide
292519;Carboxyimide
292520;Carboxyimide
292610;Acrylonitrile
292620;Nitrile
292690;Nitrile
292700;Diazo
292800;Organic Derivatives Of Hydrazine Or Hydroxylamine
292910;Nitrogen
292990;Nitrogen
293010;Dithiocarbonates (Xanthates)
293020;Thiocarbamates And Dithiocarbamates
293030;Thiuram Mono
293040;Methionine
293090;Organo
293100;Organo
293211;Heterocyclic Compounds With Oxygen Hetero
293212;Heterocyclic Compounds With Oxygen Hetero
293213;Heterocyclic Compounds With Oxygen Hetero
293219;Heterocyclic Compounds With Oxygen Hetero
293221;Coumarin, Methylcoumarins And Ethylcoumarins
293229;Lactones N.E.S.
293291;Heterocyclic Compounds With Oxygen Hetero
293292;Heterocyclic Compounds With Oxygen Hetero
293293;Heterocyclic Compounds With Oxygen Hetero
293294;Heterocyclic Compounds With Oxygen Hetero
293299;Heterocyclic Compounds With Oxygen Hetero
293311;Heterocyclic Compounds With Nitrogen Hetero
293319;Heterocyclic Compounds With Nitrogen Hetero
293321;Hydantoin And Its Derivatives
293329;Heterocyclic Compounds With An Unfused Imidazole Ring, Hydrogenated Or Not, N.E.S.
293331;Heterocyclic Compounds With Nitrogen Hetero
293332;Heterocyclic Compounds With Nitrogen Hetero
293339;Heterocyclic Compounds With Nitrogen Hetero
293340;Heterocyclic Compounds With Nitrogen Hetero
293351;Heterocyclic Compounds With Nitrogen Hetero
293359;Heterocyclic Compounds With Nitrogen Hetero
293361;Heterocyclic Compounds With Nitrogen Hetero
293369;Heterocyclic Compounds With Nitrogen Hetero
293371;Lactams
293379;Lactams
293390;Heterocyclic Compounds With Nitrogen Hetero
293410;Heterocyclic Compounds, N.E.S.
293420;Heterocyclic Compounds, N.E.S.
293430;Heterocyclic Compounds With A Phenothiazine Ring
293490;Heterocyclic Compounds, N.E.S.
293500;Sulfonamides
293610;Provitamins, Unmixed
293621;Vitamins A And Derivatives, Unmixed
293622;Vitamins B And Derivatives, Unmixed
293623;Vitamins B And Derivatives, Unmixed
293624;Vitamins B And Derivatives, Unmixed
293625;Vitamins B And Derivatives, Unmixed
293626;Vitamins B And Derivatives, Unmixed
293627;Vitamin C And Derivatives, Unmixed
293628;Vitamin E And Derivatives, Unmixed
293629;Vitamins N.E.S. And Derivatives, Unmixed
293690;Provitamin And Vitamin Intermixtures (Including Natural Concentrates)
293710;Pituitary (Anterior) Or Similar Hormones And Derivatives
293721;Adrenal Cortical Hormones And Derivatives
293722;Adrenal Cortical Hormones And Derivatives
293729;Adrenal Cortical Hormones And Derivatives
293791;Insulin And Its Salts
293792;Hormones, Hormone Derivatives And Other Steriods Used As Hormones, N.E.S., Not Put Up As Medicaments
293799;Hormones, Hormone Derivatives And Other Steriods Used As Hormones, N.E.S., Not Put Up As Medicaments
293810;Glycosides, Natural Or Reproduced By Synthesis, And Salts, Ethers, Esters And Other Derivatives
293890;Amino
293910;"Opium Alkaloids And Derivatives; Salts Thereof"
293921;"Cinchona Alkaloids And Derivatives; Salts Thereof"
293929;"Cinchona Alkaloids And Derivatives; Salts Thereof"
293930;Caffeine And Its Salts
293941;Ephedrines And Their Salts
293942;Ephedrines And Their Salts
293949;Ephedrines And Their Salts
293950;Theophylline And Aminophylline (Theophylline
293961;"Rye Ergot Alkaloids And Derivatives; Salts Thereof"
293962;"Rye Ergot Alkaloids And Derivatives; Salts Thereof"
293963;"Rye Ergot Alkaloids And Derivatives; Salts Thereof"
293969;"Rye Ergot Alkaloids And Derivatives; Salts Thereof"
293970;Nicotine And Its Salts
293990;"Vegetable Alkaloids, N.E.S. And Their Salts; Derivatives Of Alkaloids, N.E.S. And Their Salts"
294000;"Pure Sugars, N.E.S. (Other Than Sucrose, Lactose, Maltose, Glucose And Fructose); Sugar Ethers And Sugar Esters, And Their Salts, N.E.S."
294110;"Penicillins And Derivatives With A Penicillanic Acid Structure; Salts Thereof"
294120;"Streptomycins And Derivatives; Salts Thereof"
294130;"Tetracyclines And Derivatives; Salts Thereof"
294140;Antibiotics, N.E.S., Not Put Up As Medicaments
294150;Antibiotics, N.E.S., Not Put Up As Medicaments
294190;Antibiotics, N.E.S., Not Put Up As Medicaments
294200;Organic Compounds, N.E.S.
300110;Glands, Other Organs, Dried And/Or Extracts Of Glands Etc. And Other Human Or Animal Products N.E.S. For Organo
300120;Glands, Other Organs, Dried And/Or Extracts Of Glands Etc. And Other Human Or Animal Products N.E.S. For Organo
300190;Glands, Other Organs, Dried And/Or Extracts Of Glands Etc. And Other Human Or Animal Products N.E.S. For Organo
300210;"Antisera And Other Blood Fractions; Vaccines"
300220;"Antisera And Other Blood Fractions; Vaccines"
300230;"Antisera And Other Blood Fractions; Vaccines"
300290;"Human Blood; Prepared Animal Blood (For Therapeutic Etc. Use); Toxins, Cultures Of Micro"
300310;Medicaments Containing Penicillins Or Streptomycins Or Their Derivatives, Not In Dosage Form Or Retail Packings
300320;Medicaments Containing Antibiotics, Except Penicillins And Streptomycins, Not In Dosage Form Or Retail Packings
300331;Medicaments Containing Insulin, Not In Dosage Form Or Retail Packings
300339;Medicaments Containing Hormones, Their Derivatives And Other Steriods Used As Hormones, N.E.S., Not In Dosage Form Or Retail Packings
300340;Medicaments Containing Alkaloids And Their Derivatives, N.E.S., Not In Dosage Form Or Retail Packings
300390;Medicaments, N.E.S., Not In Dosage Form Or Retail Packings
300410;Medicaments Containing Penicillins Or Streptomycins Or Their Derivatives, In Dosage Form Or Retail Packings
300420;Medicaments Containing Antibiotics, Except Penicillins And Streptomycins, In Dosage Form Or Retail Packings
300431;Medicaments Containing Insulin, In Dosage Form Or Retail Packings
300432;Medicaments Containing Adrenal Cortical Hormones, Put Up In Measured Doses Or In Forms Or Packings For Retail Sale
300439;Medicaments Containing Hormones, Their Derivatives And Other Steriods Used As Hormones, N.E.S., In Dosage Form Or Retail Packings
300440;Medicaments Containing Alkaloids And Their Derivatives, N.E.S., In Dosage Form Or Retail Packings
300450;Medicaments Containing Vitamins Or Provitamins, In Dosage Form Or Retail Packings
300490;Medicaments, N.E.S., In Dosage Form Or Retail Packings
300510;Wadding, Gauze, Bandages Etc. Impregnated Or Coated With Pharmaceutical Products Or In Retail Packages For Medical, Dental Or Veterinary Use, N.E.S.
300590;Wadding, Gauze, Bandages Etc. Impregnated Or Coated With Pharmaceutical Products Or In Retail Packages For Medical, Dental Or Veterinary Use, N.E.S.
300610;Pharmaceutical Goods, N.E.S.
300620;Blood
300630;Opacifying Preparations For X
300640;Pharmaceutical Goods, N.E.S.
300650;Pharmaceutical Goods, N.E.S.
300660;Pharmaceutical Goods, N.E.S.
310100;"Animal Or Vegetable Fertilizers, Whether Or Not Mixed, Etc.; Fertilizers Produced By Mixing Or Chem Treatment Of Animal Or Veg Products (Imports Onl"
310210;Urea Fertilizers, Whether Or Not In Aqueous Solution, (Imports Only)
310221;Ammonium Sulfate Fertilizers (Imports Only)
310229;Fertilizers, Double Salts And Mixtures Of Ammonium Sulfate And Ammonium Nitrate, (Imports Only)
310230;Ammonium Nitrate Fertilizers, (Imports Only)
310240;Mineral Or Chemical Fertilizers, Nitrogenous, N.E.S. (Include Nitrogenous Mixtures, N.E.S.), (Imports Only
310250;Sodium Nitrate, Except Those Of Division 56, (Imports Only)
310260;Fertilizers, Double Salts And Mixtures Of Calcium Nitrate And Ammonium Nitrate, (Imports Only)
310270;Calcium Cyanamide Fertilizers (Imports Only)
310280;Fertilizers, Urea And Ammonium Nitrate Mixtures In Aqueous Or Ammoniacal Solution, (Imports Only)
310290;Mineral Or Chemical Fertilizers, Nitrogenous, N.E.S. (Include Nitrogenous Mixtures, N.E.S.), (Imports Only
310310;Superphosphate Fertilizers (Imports Only)
310320;Basic Slag Fertilizers (Thomas Slag), (Imports Only)
310390;Mineral Or Chemical Fertilizers, Phosphatic, N.E.S., (Imports Only)
310410;Carnallite, Slyvite, And Other Crude Natural Potassium Salts, (Imports Only)
310420;Potassium Chloride Fertilizers (Imports Only)
310430;Potassium Sulfate Fertilizers (Imports Only)
310490;Mineral Or Chemical Fertilizers, Potassic, N.E.S., (Imports Only)
310510;Fertilizers, Incl Those Of Animal Or Veg Origin And Mineral Or Chem Elements, In Tablets, Etc. Or In Packages Weighing Not Over 10 Kg, (Imports Only
310520;Fertilizers, N.E.S., Containing The Three Fertilizing Elements Nitrogen, Phosphorus And Potassium, (Imports Only)
310530;Diammonium Hydrogenorthophosphate (Diammonium Phosphate) Fertilizers, (Imports Only)
310540;Ammonium Dihydrogenorthophosphate (Monoammonium Phosphate) Fertilz & Mix With Diammonium Hydrogenorthophosphate (Diammonium Phosphate), (Imports Onl
310551;Fertilizers, N.E.S., Containing The Two Fertilizing Elements Nitrogen And Phosphorus, (Imports Only)
310559;Fertilizers, N.E.S., Containing The Two Fertilizing Elements Nitrogen And Phosphorus, (Imports Only)
310560;Mineral Or Chemical Fertilizers, Containing The Two Fertilizing Elements Phosphorus And Potassium, (Imports Only)
310590;Fertilizers, N.E.S., (Imports Only)
320110;"Tanning Extracts Of Vegetable Origin; Tannins And Their Salts, Ethers, Esters And Other Derivatives"
320120;"Tanning Extracts Of Vegetable Origin; Tannins And Their Salts, Ethers, Esters And Other Derivatives"
320190;"Tanning Extracts Of Vegetable Origin; Tannins And Their Salts, Ethers, Esters And Other Derivatives"
320210;Synthetic Organic Tanning Substances
320290;"Inorganic Tanning Substances; Tanning Preparations; Enzymatic Preparations For Pre"
320300;Coloring Matter Of Vegetable Or Animal Origin (Including Dyeing Extracts Except Animal Black), And Preparations Based Thereon
320411;Disperse Dyes And Preparations Based Thereon
320412;"Acid Dyes And Preparations Based Thereon; Mordant Dyes And Preparations Based Thereon"
320413;Basic Dyes And Preparations Based Thereon
320414;Direct Dyes And Preparations Based Thereon
320415;Vat Dyes (Including Those Usable As Pigments) And Preparations Based Thereon
320416;Reactive Dyes And Preparations Based Thereon
320417;Pigments And Preparations Based Thereon
320419;Synthetic Organic Coloring Matter, N.E.S. (Including Mixtures Of Products Provided For Under Subgroup 531.1), And Preparations Based Thereon
320420;Synthetic Organic Fluorescent Brightening Agents Or Luminophores
320490;Synthetic Organic Fluorescent Brightening Agents Or Luminophores
320500;"Color Lakes; Preparations Based On Color Lakes"
320611;Pigments And Preparations Based On Titanium Dioxide
320619;Pigments And Preparations Based On Titanium Dioxide
320620;Pigments And Preparations Based On Chromium Compounds
320630;Pigments And Preparations Based On Cadmium Compounds
320641;Ultramarine And Preparations Based Thereon
320642;Lithopone, And Other Pigments And Preparations Based On Zinc Sulfide
320643;Hexacyanoferrate (Ferrocyanide And Ferricyanide) Pigments And Preparations Based On Hexacyanoferrate
320649;Coloring Matter And Coloring Preparations, N.E.S.
320650;Inorganic Products Used As Luminophores
320710;"Prepared Pigments, Opacifiers And Colors, Vitrifiable Enamel Etc. Used In Ceramic, Enameling And Glass Industry; Glass Frit, Powder, Granules Or Fla"
320720;"Prepared Pigments, Opacifiers And Colors, Vitrifiable Enamel Etc. Used In Ceramic, Enameling And Glass Industry; Glass Frit, Powder, Granules Or Fla"
320730;"Prepared Pigments, Opacifiers And Colors, Vitrifiable Enamel Etc. Used In Ceramic, Enameling And Glass Industry; Glass Frit, Powder, Granules Or Fla"
320740;"Prepared Pigments, Opacifiers And Colors, Vitrifiable Enamel Etc. Used In Ceramic, Enameling And Glass Industry; Glass Frit, Powder, Granules Or Fla"
320810;"Paints And Varnishes (Including Enamels And Lacquers) Based On Synthetic Or Chemically Modified Natural Polymers, Nonaqueous; Plastics In Solution"
320820;"Paints And Varnishes (Including Enamels And Lacquers) Based On Synthetic Or Chemically Modified Natural Polymers, Nonaqueous; Plastics In Solution"
320890;"Paints And Varnishes (Including Enamels And Lacquers) Based On Synthetic Or Chemically Modified Natural Polymers, Nonaqueous; Plastics In Solution"
320910;Paints And Varnishes (Including Enamels And Lacquers) Based On Synthetic Polymers Or Chemically Modified Natural Polymers, In An Aqueous Medium
320990;Paints And Varnishes (Including Enamels And Lacquers) Based On Synthetic Polymers Or Chemically Modified Natural Polymers, In An Aqueous Medium
321000;"Paints And Varnishes N.E.S., Including Enamels, Lacquers And Distempers; Prepared Water Pigments Used For Finishing Leather"
321100;Prepared Paint Driers
321210;"Pigments (Including Metallic Powders And Flakes) In Nonaqueous Media For Paint Manufacture; Stamping Foils; Dyes And Colors Packaged For Retail Sale"
321290;"Pigments (Including Metallic Powders And Flakes) In Nonaqueous Media For Paint Manufacture; Stamping Foils; Dyes And Colors Packaged For Retail Sale"
321310;Artists And Other Painters Colors, Modifying Tints Etc., In Tablets, Tubes, Jars, Bottles, Pans Or Similar Forms Or Packings
321390;Artists And Other Painters Colors, Modifying Tints Etc., In Tablets, Tubes, Jars, Bottles, Pans Or Similar Forms Or Packings
321410;"Glaziers Putty; Grafting Putty; Resin Cement, Caulking Compounds And Other Mastics; Painters Fillings; Nonrefractory Surfacing Preparations"
321490;"Glaziers Putty; Grafting Putty; Resin Cement, Caulking Compounds And Other Mastics; Painters Fillings; Nonrefractory Surfacing Preparations"
321511;Printing Ink, Black
321519;Printing Ink,  Other Than Black
321590;Writing Or Drawing Ink And Other Inks (Except Printing Ink), Whether Or Not Concentrated Or Solid
330111;Essential Oils Of Citrus Fruit
330112;Essential Oils Of Citrus Fruit
330113;Essential Oils Of Citrus Fruit
330114;Essential Oils Of Citrus Fruit
330119;Essential Oils Of Citrus Fruit
330121;Essential Oils, Except Of Citrus Fruit
330122;Essential Oils, Except Of Citrus Fruit
330123;Essential Oils, Except Of Citrus Fruit
330124;Essential Oils, Except Of Citrus Fruit
330125;Essential Oils, Except Of Citrus Fruit
330126;Essential Oils, Except Of Citrus Fruit
330129;Essential Oils, Except Of Citrus Fruit
330130;Resinoids
330190;"Concentrates Of Essential Oils In Fats, Fixed Oils Etc.; Terpenic By"
330210;Mixtures Containing Odoriferous Substances Of A Kind Used In The Food Or Drink Industries
330290;Mixtures Containing One Or More Odoriferous Substances (Except Those Used In Food And Drink Products) For Industrial Use, N.E.S.
330300;Perfumes And Toilet Waters
330410;Beauty Or Make
330420;Beauty Or Make
330430;Beauty Or Make
330491;Beauty Or Make
330499;Beauty Or Make
330510;Cosmetic Or Toilet Preparations For Use On The Hair, Including Shampoos
330520;Cosmetic Or Toilet Preparations For Use On The Hair, Including Shampoos
330530;Cosmetic Or Toilet Preparations For Use On The Hair, Including Shampoos
330590;Cosmetic Or Toilet Preparations For Use On The Hair, Including Shampoos
330610;Oral Or Dental Hygiene Preparations, Including Denture Fixative Pastes And Powders
330620;Oral Or Dental Hygiene Preparations, Including Denture Fixative Pastes And Powders
330690;Oral Or Dental Hygiene Preparations, Including Denture Fixative Pastes And Powders
330710;Pre
330720;Personal Deodorants And Antiperspirants
330730;Perfumed Bath Salts And Other Bath Preparations
330741;Preparations For Perfuming Or Deodorizing Rooms
330749;Preparations For Perfuming Or Deodorizing Rooms
330790;Depilatories And Perfumery, Cosmetic Or Toilet Preparations, N.E.S.
340111;Soap And Organic Surface
340119;Soap And Organic Surface
340120;Soap, N.E.S.
340211;Organic Surface
340212;Organic Surface
340213;Organic Surface
340219;Organic Surface
340220;Surface
340290;Surface
340311;Preparations For Treating Textiles, Leather, Furskins Or Other Materials, Containing Petroleum Or Bituminous Mineral Oils (Less Than 70% By Weight)
340319;Lubricating Preparations, Containing Petroleum Or Bituminous Mineral Oils (Less Than 70% By Weight)
340391;Preparations For Treating Textiles, Leather, Furskins Or Other Materials, Containing Oils Or Greases From Other Than Petroleum Or Bituminous Mineral
